ip_address,nick_name,start_time,end_time,pic_id,response_no,conf_level,choice_reason,description,weight,response,sample_size,test_param,param_value,p_value,obs_plot_location,pic_name,experiment,difficulty,data_name,trial,type,alt_model,datapick,size,sign,initialEst
,A37S96RT1P1IT2,1508518754.9107935,1508518766.2147944,3132,3,Certain,Most simple overall structure,turk22,1,3,NA,jttp,1,NA,3,file23c523bfc46.svg,turk22,3,jttp_pos_hard_2.csv,0,one,jttp,TRUE,-3.4498956944706896,0,-3.4498956944706896
,A3VP27UUQ34OXK,1508518746.0565617,1508518770.9770086,2143,2,Certain,Most simple overall structure,turk22,1,2,NA,jtts,1.5,NA,2,file23c4394d33a.svg,turk22,2,jtts_pos_med_3.csv,0,one,jtts,TRUE,5.0104529415283485,1,3.340301961018899
,A3FOKP72T5I4FR,1508518761.9512115,1508518780.9579494,3142,4,Uncertain,Most simple overall structure,turk22,1,4,NA,jtts,1,NA,1,file23c6ee54512.svg,turk22,3,jtts_pos_hard_2.csv,0,one,jtts,FALSE,3.340301961018899,0,3.340301961018899
,A37S96RT1P1IT2,1508518766.3008244,1508518781.7752674,1121,4,Certain,Most complicated overall structure,turk22,1,4,NA,recip,1.5,NA,4,file23c7d759ff4.svg,turk22,1,recip_pos_easy_1.csv,0,one,recip,TRUE,7.339663769786301,1,4.893109179857534
,A3VP27UUQ34OXK,1508518771.2173355,1508518787.5633476,1131,6,Certain,Most complicated overall structure,turk22,1,6,NA,jttp,5,NA,4,file8c2013559f05.svg,turk22,1,jttp_pos_easy_1.csv,0,one,jttp,FALSE,-17.24947847235345,-1,-3.4498956944706896
,A3FOKP72T5I4FR,1508518781.0377636,1508518795.937015,2223,1,Neutral,Most simple overall structure,turk22,1,1,NA,recip,1e-4,NA,4,file8c205ab6c83.svg,turk22,2,recip_neg_med_3.csv,0,one,recip,FALSE,4.893109179857535e-4,-1,4.893109179857534
,A1NM7ZPZ3NH412,1508518777.9314559,1508518798.4224083,3142,4,Neutral,Most complicated overall structure,turk22,1,4,NA,jtts,1,NA,1,file23c6ee54512.svg,turk22,3,jtts_pos_hard_2.csv,0,one,jtts,FALSE,3.340301961018899,0,3.340301961018899
,A3FOKP72T5I4FR,1508518796.019615,1508518804.0805721,1162,2,Certain,Most complicated overall structure,turk22,1,2,NA,samettp,4,NA,2,file23c52091e09.svg,turk22,1,samettp_pos_easy_2.csv,0,one,samettp,TRUE,5.316203750614321,1,1.3290509376535802
,A1NM7ZPZ3NH412,1508518798.499605,1508518804.5261755,2223,1,Certain,Most simple overall structure,turk22,1,1,NA,recip,1e-4,NA,4,file8c205ab6c83.svg,turk22,2,recip_neg_med_3.csv,0,one,recip,FALSE,4.893109179857535e-4,-1,4.893109179857534
,AT116456PANMW,1508518753.8619092,1508518807.5937696,1263,6,Neutral,Most simple overall structure,turk22,1,6,NA,samettp,4,NA,6,file23c5016ea4.svg,turk22,1,samettp_neg_easy_3.csv,0,M-1,basic,TRUE,5.316203750614321,1,1.3290509376535802
