"","shortName","type","inter1","estimate","se","Waldpval"
"195","simDist2","endow","alcohol2","1.83585213023785","3.38599737792706","0.587687987237816"
"196","simDist2","creation","alcohol2","120.293403854924","1764.35279733592","0.945642424246764"
"197","simEgoDist2","eval","alcohol2","-0.0303844274609147","1.59117222099014","0.984764821830725"
"198","simEgoDist2","endow","alcohol2","-1.86446505156011","4.42210540410783","0.673299603988573"
"199","simEgoDist2","creation","alcohol2","-0.333614506953679","2.2582911706562","0.882556850031843"
"200","altInDist2","eval","alcohol2","-0.305106626790441","1.10346662905937","0.782165379272977"
"201","altInDist2","endow","alcohol2","-0.240233228440776","1.1494820838084","0.834454029610151"
"202","altInDist2","creation","alcohol2","-1.22222900469925","1.26149401718785","0.332607960297964"
"203","totInDist2","eval","alcohol2","-0.215337920504363","0.637792580157828","0.735642017901398"
"204","totInDist2","endow","alcohol2","-0.538120352238763","0.895479321218005","0.547886637691048"
"205","totInDist2","creation","alcohol2","-0.618893768165358","0.635789536049926","0.33034185386835"
"206","simEgoInDist2","eval","alcohol2","-0.0537652278878264","1.38022414933001","0.96892707708287"
"207","simEgoInDist2","endow","alcohol2","0.623208457565037","3.36933874660828","0.853256786638664"
"208","simEgoInDist2","creation","alcohol2","-0.547546855695613","2.26022405318476","0.808583856134685"
