"ip_address","nick_name","start_time","end_time","pic_id","response_no","conf_level","choice_reason","description"
NA,"APZEIAO75NCHM",1469733718.65898,1469733733.78703,25,"6","Very Uncertain","Least Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733717.54883,1469733735.2922,8,"4","Uncertain","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733698.28269,1469733736.61458,13,"1","Neutral","Least Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733728.58509,1469733737.71663,19,"10","Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733725.29654,1469733744.58171,1,"2","Uncertain","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733736.67443,1469733746.95047,1,"2","Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733744.62902,1469733750.47161,21,"5","Certain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733720.00204,1469733751.56526,1,"8","Certain","Least Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733737.75899,1469733751.8345,22,"11","Certain","Most Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733729.7533,1469733752.4857,3,"5","Uncertain","Least Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733747.00635,1469733756.2123,12,"7","Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733750.51415,1469733757.01106,19,"10","Neutral","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733731.88266,1469733760.9897,1,"8","Certain","Least Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733752.65458,1469733763.52354,14,"6","Certain","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733761.03997,1469733773.34035,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733757.05776,1469733773.55581,22,"7,12","Neutral","Least Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733751.60816,1469733775.20462,11,"7","Certain","Most Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733763.56864,1469733776.46725,1,"2","Neutral","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733756.25616,1469733781.24991,20,"11","Neutral","Least Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733776.52462,1469733783.44432,21,"5","Certain","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733773.38481,1469733785.11801,19,"10","Certain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733775.26066,1469733785.76813,14,"9","Neutral","Least Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733785.16419,1469733810.83384,22,"4","Certain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733807.58333,1469733813.3757,19,"10","Neutral","Least Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733781.299,1469733815.66325,8,"4","Certain","Most Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733783.49024,1469733816.55751,19,"10","Uncertain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733813.45513,1469733818.53844,23,"12","Uncertain","Least Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733818.58332,1469733827.14643,21,"4","Certain","Least Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733816.60214,1469733834.51478,22,"11","Uncertain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733827.23084,1469733835.34033,16,"11","Uncertain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733785.81729,1469733835.44577,6,"9","Certain","Least Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733835.38453,1469733844.37276,14,"12","Certain","Least Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733815.75223,1469733846.72463,4,"12","Uncertain","Least Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733844.4178,1469733849.26215,5,"12","Very Certain","Least Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733846.79257,1469733855.37522,6,"4","Certain","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733809.43808,1469733855.72249,19,"10","Uncertain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733849.47483,1469733856.54603,9,"3","Very Certain","Least Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733855.765,1469733860.21553,23,"2","Uncertain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733856.5917,1469733864.00755,4,"1,10","Very Uncertain","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733860.26202,1469733864.56219,21,"5","Uncertain","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733855.41991,1469733869.16989,23,"2","Neutral","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733864.6124,1469733869.44834,16,"9","Uncertain","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733864.05306,1469733870.21181,11,"6","Neutral","Most Complex Structure","turk21"
NA,"a1wxpolds1y9r4",1469733870.25891,1469733883.1188,7,"11","Very Certain","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733869.49626,1469733885.34676,14,"9","Certain","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733885.39378,1469733892.00852,5,"10","Uncertain","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733869.33907,1469733894.54856,25,"4","Certain","Least Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733892.06555,1469733898.33843,9,"4","Uncertain","Least Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733898.38811,1469733904.12846,4,"10","Uncertain","Least Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733904.18265,1469733910.78943,11,"6","Neutral","Most Complex Structure","turk21"
NA,"A2IABGWWDKRQS3",1469733910.8426,1469733915.15649,7,"8","Uncertain","Least Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733908.31323,1469733929.88294,13,"6","Certain","Most Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733929.84383,1469733933.64375,13,"1","Certain","Most Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733933.69843,1469733939.42421,4,"2","Certain","Most Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733929.92808,1469733942.89594,4,"10","Very Certain","Most Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733939.50979,1469733943.73445,23,"3","Certain","Least Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733943.77999,1469733947.87425,8,"4","Uncertain","Least Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733947.93205,1469733952.96651,12,"10","Uncertain","Most Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733942.94133,1469733955.54577,23,"8","Very Certain","Most Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733953.01313,1469733959.30623,10,"2","Very Uncertain","Least Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733955.59045,1469733964.7074,8,"12","Certain","Least Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733959.35438,1469733966.62434,5,"6","Uncertain","Least Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733966.66885,1469733971.2427,20,"1","Certain","Most Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733971.29415,1469733977.54663,22,"4","Very Certain","Most Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733964.74974,1469733978.48639,12,"8","Certain","Least Complex Structure","turk21"
NA,"A3FLABU9SS5W88",1469733977.60079,1469733982.41122,19,"10","Very Certain","Most Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469733978.5373,1469733993.29945,10,"6","Very Certain","Most Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469733966.92853,1469733994.27061,15,"10","Certain","Other, Mainly triangles","turk21"
NA,"A1GV0UZU0T2ORS",1469733959.48674,1469734008.6417,13,"8","Uncertain","Other, most random shape in it","turk21"
NA,"A1KGCOR8OXYR72",1469733993.34651,1469734017.53143,5,"3","Uncertain","Least Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469734017.60038,1469734024.77655,20,"1","Certain","Most Complex Structure","turk21"
NA,"A1GV0UZU0T2ORS",1469734008.68587,1469734027.49396,4,"4","Uncertain","Most Complex Structure","turk21"
NA,"A2RB4WF5CDMEL9",1469734020.58972,1469734035.28793,3,"11","Neutral","Least Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469734024.82584,1469734036.42191,22,"12","Very Certain","Least Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469733994.31476,1469734040.12776,25,"10","Neutral","Least Complex Structure","turk21"
NA,"A1KGCOR8OXYR72",1469734036.47146,1469734049.19259,19,"12","Uncertain","Most Complex Structure","turk21"
NA,"A2RB4WF5CDMEL9",1469734035.33053,1469734054.51576,14,"1","Certain","Least Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469734040.28291,1469734062.86331,16,"11","Uncertain","Most Complex Structure","turk21"
NA,"A2RB4WF5CDMEL9",1469734054.56323,1469734071.96972,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1GV0UZU0T2ORS",1469734027.54219,1469734078.76373,23,"2","Uncertain","Most Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469734062.911,1469734091.28524,4,"4","Uncertain","Most Complex Structure, Other, ","turk21"
NA,"A2RB4WF5CDMEL9",1469734072.01975,1469734091.48696,24,"7","Neutral","Least Complex Structure","turk21"
NA,"A1GV0UZU0T2ORS",1469734078.83937,1469734098.69963,8,"4","Neutral","Least Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469734091.34179,1469734103.53912,22,"4","Certain","Other, Only one with a ""circle""","turk21"
NA,"A2RB4WF5CDMEL9",1469734091.52987,1469734106.27619,18,"11","Neutral","Least Complex Structure","turk21"
NA,"A1GV0UZU0T2ORS",1469734098.74258,1469734108.72088,12,"7","Certain","Most Complex Structure","turk21"
NA,"A2RB4WF5CDMEL9",1469734106.35114,1469734119.73297,17,"5","Neutral","Most Complex Structure","turk21"
NA,"ADTIO3A6TM9CG",1469734103.58648,1469734127.59146,14,"9","Certain","Other, No visible dots","turk21"
NA,"A1GV0UZU0T2ORS",1469734108.80068,1469734145.96987,10,"6","Neutral","Other, most unique shape within made by points","turk21"
